Unnamed: 0,brand_name,rating,number_of_reviews,price
651,Casio,4.1,444000.0,"3,995"
652,Seiko,4.2,207000.0,"29,700"
653,METSPOT,3.5,12000.0,339
654,Titan,3.4,18000.0,"13,196"
655,Titan,3.9,37000.0,"8,495"
656,SKMEI,4.0,2900.0,"3,252"
657,EDGE,4.2,19000.0,"25,197"
658,SKMEI,3.9,1100.0,"2,006"
659,Casio,3.7,9000.0,"2,995"
660,Titan,4.2,165000.0,"3,196"
661,ROCOSJEWE,4.1,42000.0,"4,419"
662,Shocknshop,3.5,421000.0,426
663,Seiko,4.6,365000.0,"22,500"
664,Fastrack,4.2,217000.0,"1,525"
665,Titan,4.1,92000.0,"12,092"
666,IIK COLLECTION,4.5,4000.0,469
667,Fastrack,4.2,58000.0,"1,419"
668,V2A,4.5,6000.0,"1,897"
669,Casio,4.4,116000.0,"17,095"
670,TIMEX,4.3,241000.0,"4,490"
671,Fossil,4.7,11000.0,"15,995"
672,Generic,,,649
673,Fastrack,4.4,444000.0,"1,776"
674,DEVIL,3.6,41000.0,369.
675,SKMEI,4.2,107000.0,"3,476"
676,Invicta,4.9,24000.0,"8,775"
677,Acnos,3.6,550000.0,298
678,Casio,4.5,35000.0,"11,995"
679,Fastrack,4.2,2700.0,"1,596"
680,Fossil,5.0,4000.0,"26,995"
681,Armani Exchange,4.5,467000.0,"16,495"
682,KENNETH COLE,5.0,4000.0,"13,400"
683,Casio,4.1,24000.0,"2,037"
684,Shocknshop,3.9,1200.0,283
685,Carlington,4.2,111000.0,948
686,Fastrack,4.1,2500.0,"1,571"
687,LORENZ,3.8,6000.0,369
688,CRESTELLO,3.8,538000.0,444
689,Seiko,4.4,766000.0,"22,500"
690,TIMEX,4.0,51000.0,"4,347"
691,Fastrack,4.8,7000.0,"1,709"
692,Fastrack,4.2,63000.0,"2,194"
693,Titan,4.4,85000.0,"13,836"
694,Sonata,4.0,48000.0,"3,894"
695,Emporio Armani,4.0,100000.0,"27,994"
696,ROCOSJEWE,3.9,28000.0,"12,499"
697,Fastrack,4.6,7000.0,"1,262"
698,KITCONE,4.4,6000.0,995
699,Daniel Hechter,3.8,59000.0,"1,993"
700,TIMEX,5.0,3000.0,"2,796"
701,Titan,4.3,11000.0,"12,865"
702,Daniel Hechter,4.1,11000.0,"2,799"
703,Shocknshop,3.8,1500.0,403
704,Carlington,4.0,279000.0,948
705,Fastrack,4.2,4000.0,"1,595"
706,Sonata,4.5,16000.0,"1,295"
707,OLEVS,4.0,533000.0,"3,800"
708,BENYAR,4.1,246000.0,"2,429"
709,Giordano,2.5,2000.0,"2,498"
710,Casio,4.5,50000.0,"6,995"
711,ON TIME OCTUS,3.6,14000.0,429
712,D1 Milano,,,"31,499"
713,Casio,4.3,563000.0,"3,595"
714,Tommy Hilfiger,2.5,2000.0,"12,249"
715,LOUIS DEVIN,3.8,2500.0,331
716,Tommy Hilfiger,3.9,14000.0,"5,399"
717,FEICE,,,"36,999"
718,Acnos,3.5,429000.0,298
719,Giordano,3.5,15000.0,"4,691"
720,Fastrack,4.4,18000.0,"1,897"
721,Sonata,4.2,2000.0,"1,539"
722,Sonata,4.2,59000.0,"4,194"
723,Fossil,5.0,5000.0,"14,495"
724,SF,3.9,4800.0,481
725,HORIZEN,5.0,2000.0,"3,190"
726,OLEVS,4.0,739000.0,"3,800"
727,Fastrack,4.2,317000.0,"1,525"
728,Casio,4.6,17000.0,"11,994"
729,Casio,4.3,1400.0,"2,695"
730,Fossil,4.3,290000.0,"14,494"
731,Titan,4.3,834000.0,"2,537"
732,Sonata,4.4,31000.0,"4,294"
733,Seiko,4.6,104000.0,"14,850"
734,SKMEI,4.1,5300.0,913
735,Tommy Hilfiger,4.3,72000.0,"12,999"
736,Casio,4.2,14000.0,"3,994"
737,Fastrack,3.4,147000.0,"1,592"
738,FEICE,3.9,556000.0,"9,999"
739,Carlington,3.8,89000.0,"1,613"
740,Fossil,4.1,272000.0,"12,994"
741,Tommy Hilfiger,4.3,65000.0,"11,549"
742,OLEVS,3.9,4100.0,"3,800"
743,Armani Exchange,5.0,2000.0,"24,495"
744,Titan,4.1,93000.0,"8,555"
745,BENYAR,4.0,314000.0,"2,840"
746,Titan,4.7,61000.0,"17,280"
747,Titan,4.5,12000.0,"28,495"
748,Sonata,4.4,38000.0,"1,295"
749,Matrix,3.7,164000.0,248
750,Titan,4.1,25000.0,"5,012"
751,ROCOSJEWE,3.8,15000.0,"11,899"
752,GUESS,4.7,439000.0,"8,523"
753,Giordano,4.6,3000.0,"3,665"
754,Fastrack,4.4,104000.0,"4,556"
755,BENYAR,3.8,428000.0,"2,745"
756,Matrix,3.6,110000.0,448
757,Sonata,4.1,912000.0,"1,075"
758,IIK COLLECTION,3.8,21000.0,928
759,YUINK,4.3,546000.0,"6,326"
760,Titan,4.8,9000.0,"17,195"
761,Shocknshop,4.0,42000.0,473
762,Daniel Hechter,4.0,15000.0,"2,998"
763,Casio,4.1,20000.0,"12,994"
764,Casio,3.7,8000.0,"5,495"
765,Fastrack,3.3,159000.0,"1,318"
766,Fastrack,4.3,842000.0,"2,797"
767,Fossil,4.4,2900.0,"9,097"
768,Casio,4.2,12000.0,"17,995"
769,Zoop,4.3,175000.0,694
770,Sonata,3.9,12000.0,"1,894"
771,Royalex,5.0,2000.0,"2,754."
772,Tommy Hilfiger,4.6,9000.0,"9,419"
773,Titan,4.3,856000.0,"2,630"
774,Fossil,4.0,2000.0,"23,948"
775,Tommy Hilfiger,4.8,27000.0,"11,385"
776,Fastrack,4.0,21000.0,"10,621"
777,Chronorex,3.4,39000.0,575
778,NIBOSI,4.0,298000.0,"2,650"
779,Acnos,4.2,50000.0,982
780,Casio,4.4,61000.0,"1,695"
781,Fastrack,4.2,1200.0,"3,755"
782,LORENZ,3.6,346000.0,370
783,Titan,4.4,44000.0,"7,516"
784,Sonata,4.6,20000.0,"1,495"
785,Sonata,4.1,225000.0,"1,556"
786,KENNETH COLE,,,"11,400"
787,Fastrack,4.2,106000.0,"1,737"
788,Maserati,4.8,13000.0,"13,630"
789,Titan,4.1,149000.0,"10,721"
790,Fossil,4.7,12000.0,"15,995"
791,DANIEL KLEIN,,,"5,750"
792,Casio,4.3,1400.0,"2,636"
793,GUESS,4.2,98000.0,"18,145"
794,Giordano,4.6,3000.0,"5,487"
795,Casio,3.5,22000.0,"3,995"
796,United Colors of Benetton,,,"5,667"
797,KENNETH COLE,,,"24,999"
798,ON TIME OCTUS,3.8,256000.0,359
799,Sonata,3.9,148000.0,724
800,Generic,3.2,11000.0,499
801,Oculus,3.7,31000.0,380
802,SF,4.1,1500.0,695
803,Fossil,4.2,8000.0,"21,995"
804,Casio,4.4,108000.0,"6,994"
805,Casio,4.2,23000.0,"4,795"
806,Casio,4.3,10000.0,"2,446"
807,Casio,5.0,3000.0,"3,195"
808,Joker & Witch,3.4,38000.0,902
809,Titan,4.2,32000.0,"27,994"
810,Seiko,4.4,298000.0,"27,000"
811,Fastrack,3.9,1400.0,"3,188"
812,Fastrack,4.5,107000.0,"1,649"
813,Casio,4.4,19000.0,"16,994"
814,TIMEWEAR,3.7,952000.0,329
815,Casio,5.0,3000.0,"3,995"
816,Casio,3.9,29000.0,"2,995"
817,Fossil,4.5,83000.0,"13,495"
818,Fossil,4.4,1000.0,"14,495"
819,TIMEX,4.4,11000.0,"4,579"
820,Zoop,4.4,487000.0,"1,194"
821,OLEVS,4.2,516000.0,"5,780"
822,Maserati,4.6,104000.0,"17,777"
823,Sonata,,,"1,283"
824,Fastrack,4.6,45000.0,"4,405"
825,Sonata,4.2,36000.0,"2,794"
826,Carlington,3.9,33000.0,"1,613"
827,Invicta,4.8,80000.0,"23,250"
828,Generic,,,"1,299"
829,FROZIL,3.8,180000.0,399
830,Titan,4.2,472000.0,"4,796"
831,CHARLIEKEEN,3.8,55000.0,379
832,Fossil,5.0,1000.0,"19,995"
833,TIMEX,4.3,220000.0,"1,152"
834,Casio,4.4,24000.0,"1,895"
835,Casio,4.0,29000.0,"11,545"
836,Sonata,4.0,100000.0,"1,299"
837,Carlington,3.5,99000.0,"1,613"
838,TIMEWEAR,4.1,73000.0,309
839,Tommy Hilfiger,4.4,14000.0,"8,798"
840,Fiiasa,3.9,14000.0,999
841,Seiko,4.5,388000.0,"27,000"
842,Titan,4.2,342000.0,"13,196"
843,Fossil,4.4,24000.0,"24,494"
844,Reaction by Kenneth Cole,,,"5,217"
845,Casio,4.3,106000.0,"8,796"
846,Fossil,4.3,1400.0,"19,495"
847,Casio,4.0,62000.0,"2,995"
848,METSPOT,3.5,13000.0,289
849,Titan,4.4,203000.0,"9,306"
850,Titan,4.1,149000.0,"27,815"
851,TIMEWEAR,3.8,22800.0,799
852,Fastrack,4.1,28000.0,"1,844"
853,Fossil,4.4,7000.0,"12,248"
854,Casio,4.1,81000.0,"3,496"
855,KENNETH COLE,4.0,1000.0,"11,400"
856,SF,4.0,3100.0,649
857,FEICE,4.3,39000.0,"24,999"
858,LOUIS DEVIN,3.8,393000.0,322
859,Casio,4.2,100000.0,"12,396"
860,Casio,4.2,15000.0,"23,994"
861,Titan,4.0,21000.0,"9,103"
862,Armani Exchange,4.0,728000.0,"11,494"
863,CAVIOT,4.0,1000.0,362.
864,Giordano,4.3,15000.0,"4,860"
865,Titan,4.3,103000.0,"13,595"
866,V2A,3.6,70000.0,948
867,Sonata,4.2,54000.0,"2,494"
868,Giordano,4.2,51000.0,"4,968"
869,Poedagar,3.9,9000.0,"2,799"
870,Fastrack,4.4,938000.0,"1,396"
871,Casio,4.3,17000.0,"14,994"
872,jainx,4.1,90000.0,575.
873,Generic,4.4,18000.0,260
874,Fossil,4.2,147000.0,"10,147"
875,Casio,4.0,15000.0,"11,995"
876,NAVIFORCE,4.1,94000.0,"3,053"
877,Sonata,4.3,65000.0,"1,032"
878,Titan,4.2,77000.0,"2,537"
879,Fossil,4.0,2700.0,"15,456"
880,OLEVS,4.0,221000.0,"3,420"
881,Tommy Hilfiger,,,"8,271."
882,jainx,4.4,11000.0,478
883,Generic,4.0,5000.0,649
884,TIMEX,4.4,3000.0,"6,026"
885,Sonata,4.1,38000.0,"1,894"
886,Titan,4.3,774000.0,"8,555"
887,Fossil,4.5,59000.0,"10,146"
888,GUESS,4.1,13000.0,"12,368"
889,Fastrack,4.2,91000.0,"1,709"
890,Titan,4.3,60000.0,"9,700"
891,Fastrack,4.6,10000.0,"1,580"
892,Fastrack,4.2,698000.0,"1,515"
893,Generic,4.1,47000.0,490
894,Matrix,3.7,277000.0,264
895,MVMT,4.1,49000.0,"12,337"
896,NAVIFORCE,4.0,3600.0,"3,019"
897,Titan,4.2,20000.0,"13,730"
898,Titan,3.6,73000.0,"3,436"
899,Titan,4.0,121000.0,"2,171"
900,TIMEX,4.8,6000.0,"2,589"
901,TISSOT,,,"37,000"
902,Fastrack,4.0,1000.0,"1,510"
903,Giordano,4.2,90000.0,"2,499"
904,Shocknshop,3.5,393000.0,355
905,OLEVS,3.9,380000.0,"2,880"
906,Fiiasa,4.7,4000.0,"2,799"
907,Fossil,4.2,33000.0,"15,994"
908,Sonata,3.9,42000.0,"1,445"
909,LORENZ,3.8,2000.0,467
910,KIRBAND LIVING,,,369
911,Matrix,,,448
912,KENNETH COLE,,,"12,000"
913,Shocknshop,3.9,126000.0,426
914,Fastrack,4.2,150000.0,"1,331"
915,Casio,4.3,301000.0,"6,296"
916,TIMEX,4.3,1800.0,"2,562"
917,Titan,3.8,287000.0,"1,795"
918,Generic,,,"1,599"
919,Matrix,3.8,299000.0,248
920,Tommy Hilfiger,5.0,3000.0,
921,TIMEX,4.4,501000.0,"7,487"
922,Shocknshop,3.8,56000.0,473
923,SOLLEN,3.9,16000.0,"3,499"
924,Daniel Hechter,4.0,31000.0,"1,999"
925,Titan,4.0,653000.0,"2,689"
926,Titan,3.6,5000.0,"5,946"
927,Fastrack,4.4,167000.0,"2,327"
928,Titan,5.0,1000.0,"9,355"
929,Citizen,4.4,12000.0,"52,110"
930,Fastrack,4.3,334000.0,825
931,Sonata,4.0,88000.0,746
932,Fastrack,4.2,35000.0,"2,217"
933,Sonata,4.5,26000.0,"3,895"
934,Titan,2.8,16000.0,"27,595"
935,Fastrack,4.0,2600.0,976
936,Titan,4.7,10000.0,"5,994"
937,French Connection,3.8,137000.0,"2,689"
938,Tommy Hilfiger,4.5,10000.0,
939,Fastrack,4.1,1200.0,"1,466"
940,TIMEX,4.3,57000.0,"2,582"
941,Titan,4.1,23000.0,"3,963"
942,Sonata,4.0,50000.0,"1,199"
943,Fastrack,4.3,217000.0,"1,296"
944,Casio,4.5,359000.0,"15,996"
945,Fossil,4.1,21000.0,"19,995"
946,TIMEX,4.0,32000.0,"2,929"
947,ALNA-TURA,4.1,50000.0,360
948,Sonata,4.3,49000.0,"1,454"
949,Titan,4.2,172000.0,"2,479"
950,DOUBLERUN,3.4,194000.0,269
951,Diesel,4.0,389000.0,"27,996"
952,Daniel Hechter,3.9,84000.0,"2,199"
953,Generic,,,999
954,Titan,4.2,935000.0,"2,435"
955,Titan,4.0,148000.0,"13,721"
956,TIMEX,4.2,842000.0,"2,936"
957,Sonata,4.1,2200.0,725
958,Casio,4.3,81000.0,"6,994"
959,TIMEX,4.5,11000.0,"26,995"
960,Sylvi,3.7,242000.0,"1,679"
961,Sonata,4.2,369000.0,624
962,Sonata,4.1,3800.0,974
963,BINBOND,3.4,20000.0,"3,500"
964,Titan,4.1,59000.0,"13,000"
965,Joker & Witch,3.7,39000.0,887
966,Titan,4.0,173000.0,"10,732"
967,Fossil,5.0,6000.0,"16,095"
968,Titan,4.3,535000.0,"1,983"
969,Michael Kors,4.5,11200.0,"9,896"
970,Tommy Hilfiger,3.2,4000.0,"6,599"
971,Fossil,4.7,13000.0,"14,495"
972,Fossil,4.6,67000.0,"12,995"
973,Sonata,4.0,1800.0,648
974,jainx,4.1,23000.0,266.
975,LONGBO,4.3,46000.0,"2,089"
976,Sonata,4.2,106000.0,"1,291"
977,Police,3.5,5000.0,"9,300"
978,Sonata,4.3,143000.0,"2,396"
979,Sonata,4.2,27000.0,"3,194"
980,Titan,4.5,156000.0,"6,292"
981,Casio,5.0,1000.0,"6,995"
982,French Connection,5.0,1000.0,"2,780"
983,Acnos,3.8,380000.0,407
984,Titan,4.2,151000.0,"5,876"
985,Fossil,3.9,132000.0,"19,494"
986,ALNA-TURA,5.0,1000.0,899
987,Fastrack,4.1,86000.0,696
988,Sonata,3.3,17000.0,895
989,BENYAR,5.0,1000.0,"3,490"
990,Casio,3.8,9000.0,"13,296"
991,NORTH EDGE,4.0,157000.0,"7,255"
992,Casio,4.7,73000.0,"21,994"
993,Casio,4.6,8000.0,"9,796"
994,Fossil,4.2,20000.0,"21,995"
995,Titan,4.4,182000.0,"2,443"
996,TIMEX,5.0,2000.0,"3,246"
997,senstone,4.0,283000.0,"2,871"
998,TIMEX,4.2,554000.0,"4,215"
999,Generic,4.2,18000.0,999
1000,senstone,4.2,85000.0,"2,579"
1001,Lee Cooper,5.0,2000.0,"6,133"
1002,VOSTOK,,,"15,215."
1003,Dezine,3.6,30000.0,379
1004,L LAVAREDO,4.3,609000.0,"3,399"
1005,Titan,4.1,10000.0,"21,495"
1006,Daniel Hechter,3.8,17000.0,"2,999"
1007,Titan,4.2,33000.0,"5,035"
1008,Daniel Hechter,1.5,2000.0,"4,799"
1009,Casio,4.2,26000.0,"15,196"
1010,Shocknshop,3.8,406000.0,426
1011,Carlington,5.0,1000.0,948
1012,Fastrack,4.1,1500.0,789
1013,FEICE,3.8,18000.0,"6,999"
1014,Sylvi,3.9,150000.0,"1,799"
1015,Sonata,4.2,10000.0,"2,399"
1016,TIMEX,,,"2,709"
1017,OLEVS,4.2,366000.0,"3,420"
1018,TIMEX,4.2,2100.0,"4,095"
1019,Titan,4.8,7000.0,"21,595"
1020,Titan,3.9,16000.0,"10,396"
1021,HORIZEN,5.0,1000.0,"2,990"
1022,GUESS,4.6,505000.0,"14,696"
1023,Sylvi,4.2,10000.0,"1,799"
1024,MASTOP,3.9,1700.0,"1,949"
1025,Fossil,4.2,4600.0,"12,994"
1026,BENYAR,,,"3,290"
1027,Titan,4.4,101000.0,"16,720"
1028,SELLORIA,3.8,1400.0,269
1029,Casio,4.7,4000.0,"94,995"
1030,Fastrack,4.2,260000.0,"3,970"
1031,SWADESI STUFF,4.3,33000.0,549
1032,Fastrack,4.0,113000.0,"1,886"
1033,Emporio Armani,4.0,44000.0,"32,495"
1034,Casio,3.9,26000.0,"11,994"
1035,WRIGHTRACK,4.6,47000.0,799
1036,Maserati,4.6,230000.0,"15,016."
1037,Titan,4.6,33000.0,"18,746"
1038,Sonata,4.2,84000.0,724
1039,Casio,4.8,22000.0,"8,995"
1040,Shocknshop,3.3,8000.0,"1,426"
1041,Fastrack,4.2,141000.0,"3,400."
1042,Zoop,4.2,221000.0,794
1043,Titan,4.5,44000.0,"2,770"
1044,Casio,4.4,119000.0,"3,995"
1045,Daniel Hechter,3.9,32000.0,"3,713"
1046,TIMEX,5.0,5000.0,"4,133"
1047,Diesel,4.4,8000.0,"24,796"
1048,Sonata,4.0,220000.0,707
1049,Giordano,3.2,14000.0,"2,699"
1050,French Connection,4.0,11000.0,"4,479"
1051,Casio,4.4,126000.0,"10,494"
1052,Fastrack,4.5,102000.0,"1,675"
1053,Sonata,4.4,97000.0,"1,324"
1054,V2A,3.8,115000.0,"1,605"
1055,Michael Kors,4.6,22000.0,"11,996"
1056,Armani Exchange,4.7,19000.0,"17,495"
1057,Alba,,,"13,500"
1058,Sonata,4.3,49000.0,992
1059,TISSOT,,,"49,900"
1060,Sonata,4.2,90000.0,"1,444"
1061,Diesel,4.6,78000.0,"23,495"
1062,Titan,4.3,51000.0,"2,635"
1063,Carlington,3.8,440000.0,"1,328"
1064,Casio,4.3,21000.0,"4,494"
1065,SELLORIA,3.1,88000.0,187
1066,Titan,3.7,24000.0,"6,333"
1067,CRESTELLO,3.7,150000.0,444
1068,GUESS,,,"5,598"
1069,Titan,4.3,83000.0,"5,540"
1070,OLEVS,3.9,60000.0,"2,935"
1071,Sonata,4.0,1000.0,"1,699"
1072,Tommy Hilfiger,,,"14,500"
1073,FEICE,3.3,42000.0,"5,999"
1074,Tommy Hilfiger,,,"9,939"
1075,Evelyn,5.0,5000.0,401
1076,Titan,4.3,322000.0,"2,236"
1077,Tissot(ティソ),,,"33,995"
1078,KENNETH COLE,4.5,11000.0,"6,499"
1079,Titan,4.2,40000.0,"20,620"
1080,Matrix,3.8,109000.0,248
1081,Fastrack,4.0,21000.0,"1,571"
1082,TIMEX,4.0,54000.0,"1,396"
1083,NAVIFORCE,4.4,41000.0,"2,953"
1084,Fastrack,3.8,37000.0,"1,792"
1085,Titan,4.4,163000.0,"4,795"
1086,POSHI,,,"2,949"
1087,Titan,4.2,18000.0,"3,460"
1088,Fiiasa,2.4,5000.0,999
1089,Titan,4.4,547000.0,"6,378"
1090,Shocknshop,3.6,466000.0,426
1091,Carlington,3.8,286000.0,948
1092,Sonata,4.3,26000.0,"1,894"
1093,Titan,4.1,28000.0,"2,965"
1094,Fastrack,4.3,161000.0,"3,325"
1095,Giordano,3.6,72000.0,"2,899"
1096,Titan,4.2,1200.0,"3,933"
1097,Titan,4.2,11000.0,"7,580"
1098,Tommy Hilfiger,5.0,3000.0,"7,360"
1099,Fastrack,4.3,1000.0,"1,886"
1100,SOLLEN,4.7,11000.0,"2,899"
1101,Casio,3.5,4000.0,"16,097"
1102,Fossil,4.8,9000.0,"13,495"
1103,Fastrack,4.0,18000.0,"1,893"
1104,Casio,4.0,5000.0,"4,795"
1105,TIMEX,5.0,2000.0,"6,995"
1106,Sonata,4.2,199000.0,994
1107,OPK,3.8,248000.0,"2,805"
1108,Ingersoll,4.5,11000.0,"31,620"
1109,Casio,4.6,82000.0,"2,995"
1110,TIMEX,4.7,20000.0,"13,995"
1111,French Connection,4.0,4000.0,"4,648"
1112,Fastrack,4.0,34000.0,"1,792"
1113,Casio,3.6,31000.0,"2,796"
1114,SELLORIA,3.3,927000.0,163
1115,Fastrack,4.3,119000.0,"1,795"
1116,VILAM,5.0,5000.0,799
1117,Fastrack,4.3,45000.0,"1,196"
1118,Acnos,4.6,41000.0,255
1119,Emporio Armani,4.0,13000.0,"13,997"
1120,Matrix,4.2,48000.0,273
1121,Seiko,4.3,78000.0,"37,800"
1122,Fossil,4.0,1400.0,"9,494"
1123,Sonata,4.1,217000.0,"1,994"
1124,Shocknshop,3.8,349000.0,283
1125,PAPIO,3.4,18000.0,426
1126,Casio,4.6,377000.0,"3,594"
1127,Emporio Armani,,,"27,995"
1128,Tommy Hilfiger,4.7,24000.0,"13,500"
1129,TSAR BOMBA,4.3,357000.0,"31,975"
1130,Titan,4.3,308000.0,"1,795"
1131,Fastrack,4.2,863000.0,"1,996"
1132,Titan,4.3,87000.0,"23,995"
1133,Lacoste,4.0,7000.0,"10,799"
1134,Giordano,2.9,5000.0,"7,274."
1135,LOUIS DEVIN,3.7,203000.0,331
1136,Titan,4.3,315000.0,"3,166"
1137,Giordano,,,"2,699"
1138,Joker & Witch,4.0,240000.0,663
1139,Lacoste,4.5,21000.0,
1140,GUESS,4.7,20000.0,"19,995"
1141,Casio,4.5,16000.0,"7,996"
1142,V2A,3.9,83000.0,806
1143,Sonata,4.5,2000.0,"1,219"
1144,TIMEX,4.6,6000.0,"2,796"
1145,Spiffy,3.6,27000.0,"2,490"
1146,MITLUN,3.3,5000.0,299
1147,Fossil,5.0,1000.0,"19,995"
1148,Fossil,4.2,35000.0,"13,495"
1149,Casio,5.0,2000.0,"2,636"
1150,TIMEX,3.5,5000.0,"3,356"
1151,Titan,4.2,17000.0,"11,948"
1152,NAVIFORCE,,,"2,598"
1153,Casio,4.3,116000.0,"20,494"
1154,Casio,4.2,45000.0,"3,195"
1155,Sonata,4.2,101000.0,"1,145"
1156,AROA,2.5,3000.0,399
1157,Titan,4.0,344000.0,"2,800"
1158,French Connection,,,"2,415."
1159,Titan,4.6,21000.0,"8,931"
1160,FEICE,4.1,583000.0,"21,999"
1161,Sonata,3.9,38000.0,627
1162,Sylvi,3.8,1600.0,"1,489"
1163,Kenneth Scott,,,"2,520"
1164,GUESS,4.4,11000.0,"13,645"
1165,GUESS,4.4,22000.0,"20,995"
1166,Armani Exchange,4.3,774000.0,"17,995"
1167,Citizen,4.4,44000.0,"17,765"
1168,senstone,3.7,59000.0,"5,236"
1169,TIMEX,3.6,3000.0,"3,446"
1170,Fastrack,3.9,518000.0,"2,245"
1171,LONGBO,3.8,169000.0,940
1172,Casio,4.2,16000.0,"8,494"
1173,Acnos,4.0,233000.0,448
1174,Casio,3.5,9000.0,"15,994"
1175,Matrix,3.9,63000.0,273
1176,Fossil,4.8,17000.0,"13,495"
1177,QORUM,,,"11,049"
1178,Fastrack,4.2,104000.0,"2,955"
1179,Casio,3.9,152000.0,"2,956"
1180,Titan,4.1,351000.0,"2,785"
1181,Casio,4.2,93000.0,"10,495"
1182,Matrix,3.4,484000.0,133
1183,MF MINI FOCUS,4.4,552000.0,"3,799"
1184,Fastrack,4.4,26000.0,"4,405"
1185,Casio,4.1,37000.0,"2,796"
1186,Generic,4.0,11000.0,499
1187,Fossil,2.8,9000.0,"22,995"
1188,Sonata,4.0,1300.0,585
1189,Casio,4.2,141000.0,"9,895"
1190,Titan,4.2,128000.0,"6,155"
1191,Seiko,4.1,364000.0,"27,000"
1192,ZUNPAI ZP,3.5,15000.0,"2,499"
1193,Titan,3.9,21000.0,"6,075"
1194,Casio,4.2,99000.0,"16,195"
1195,Xylys,,,"18,000"
1196,The Watch Company,4.5,2000.0,"1,999"
1197,Titan,4.0,1000.0,"11,995"
1198,Fastrack,4.3,96000.0,"1,595"
1199,BOSS,4.8,6000.0,"14,995"
1200,jainx,4.0,969000.0,597
1201,Joker & Witch,3.6,50000.0,663
1202,TIMEX,3.8,5000.0,"5,876"
1203,Casio,3.3,9000.0,"7,596"
1204,Seiko,4.2,7000.0,"46,800"
1205,BENYAR,4.3,2300.0,"3,290"
1206,Tissot(ティソ),,,"52,000"
1207,Casio,5.0,8000.0,"52,195"
1208,Fossil,4.0,2800.0,"11,197"
1209,Titan,4.0,61000.0,"11,406"
1210,OLEVS,4.0,1000.0,"3,420"
1211,LONGBO,4.2,5000.0,"2,290"
1212,Casio,4.4,136000.0,"3,895"
1213,Titan,3.0,2000.0,"9,495"
1214,CHARLIEKEEN,3.9,15000.0,360
1215,CRESTELLO,3.5,4000.0,391
1216,Casio,4.3,114000.0,"3,395"
1217,V2A,3.4,204000.0,948
1218,Titan,4.0,14000.0,"28,795"
1219,Titan,3.6,10000.0,"16,846."
1220,SWADESI STUFF,3.9,189000.0,299
1221,V2A,4.7,13000.0,949
1222,Titan,4.1,37000.0,"8,316"
1223,Titan,4.6,43000.0,"11,029"
1224,Casio,4.4,258000.0,"10,994"
1225,Acnos,4.0,806000.0,398
1226,Fastrack,4.2,1000.0,"1,746"
1227,Generic,,,"1,499"
1228,Casio,4.4,22000.0,"8,494"
1229,FULAIDA,,,"2,165"
1230,Joker & Witch,4.0,13000.0,"1,349"
1231,Fastrack,3.6,20000.0,895
1232,Joker & Witch,3.7,35000.0,999
1233,Fastrack,4.3,455000.0,"1,688."
1234,Casio,4.4,419000.0,"2,635"
1235,Fossil,4.0,6000.0,"11,995"
1236,Matrix,3.7,77000.0,248
1237,Lee Cooper,3.7,4000.0,"3,135"
1238,Fastrack,4.1,29000.0,"1,704"
1239,Casio,4.0,195000.0,"5,994"
1240,Casio,,,"11,995"
1241,Q&Q,3.9,9000.0,"1,109"
1242,TIMEX,4.0,25000.0,"4,399"
1243,Tommy Hilfiger,3.7,17000.0,"6,600"
1244,Titan,3.9,14000.0,"6,396"
1245,Chronorex,3.6,15000.0,575.
1246,Tornado,,,"28,608"
1247,Sonata,4.0,66000.0,"1,452"
1248,Acnos,3.8,169000.0,248
1249,Lacoste,4.6,3000.0,"11,600"
1250,GOLDENIZE FASHION,4.5,17000.0,499
1251,Fastrack,4.2,974000.0,"1,721"
1252,Casio,4.5,551000.0,"5,994"
1253,Generic,3.4,8000.0,499
1254,Fossil,4.6,1100.0,"13,494"
1255,Casio,,,"3,835"
1256,Shocknshop,3.8,526000.0,403
1257,Titan,4.4,20000.0,"2,722"
1258,FORSINING,3.4,27000.0,"2,953"
1259,Armani Exchange,4.7,947000.0,"16,994"
1260,Armani Exchange,3.0,6000.0,"11,495"
1261,Generic,,,998
1262,Tommy Hilfiger,4.0,42000.0,"9,998"
1263,Giordano,4.3,8000.0,"3,886"
1264,EVRGLOW,4.6,11000.0,230
1265,EDGE,4.4,43000.0,"28,796"
1266,Fiiasa,3.2,8000.0,"1,980"
1267,ROCOSJEWE,3.9,31000.0,"9,888"
1268,Emporio Armani,5.0,1000.0,"27,994"
1269,Titan,4.3,292000.0,"2,796"
1270,Aglance,4.2,28000.0,236
1271,Fossil,5.0,6000.0,"19,495"
1272,Casio,3.6,3000.0,"10,395"
1273,OLEVS,4.0,590000.0,"3,420"
1274,Casio,4.2,1400.0,"3,995"
1275,Fastrack,4.0,26000.0,"4,594"
1276,Chronorex,3.8,23000.0,575
1277,STARGAZE,3.7,14000.0,205
1278,TIMEX,3.5,2000.0,"8,395"
1279,BeQuest: Quest For More,4.0,4000.0,"5,799"
1280,Casio,4.3,434000.0,"8,545"
1281,Fossil,5.0,1000.0,"19,995"
1282,Titan,4.1,29000.0,"7,219"
1283,Mastyle,,,"1,918"
1284,Fossil,4.4,71000.0,"21,994"
1285,Fastrack,4.0,13000.0,"4,994"
1286,TIMEX,4.6,31000.0,"2,608"
1287,Casio,4.9,10000.0,"18,395"
1288,Casio,4.8,6000.0,"10,395"
1289,LYNZ,3.6,9000.0,"2,272."
