Unnamed: 0,brand_name,rating,number_of_reviews,price
1290,LOUIS DEVIN,4.2,54000.0,445
1291,Fastrack,4.4,267000.0,"1,996"
1292,Armani Exchange,4.4,9000.0,"19,995"
1293,Giordano,4.1,7000.0,"2,599"
1294,Casio,5.0,4000.0,"11,995"
1295,Casio,4.4,37000.0,"2,995"
1296,EDGE,5.0,5000.0,"34,395"
1297,Philipp Plein,4.6,11000.0,"72,500"
1298,OLEVS,3.7,768000.0,"2,610"
1299,Diesel,4.5,2000.0,"32,494"
1300,COACH,,,"26,763"
1301,Fastrack,4.1,414000.0,"1,796"
1302,LORENZ,3.8,66000.0,465
1303,Daniel Hechter,4.1,22000.0,"2,299"
1304,Titan,4.0,76000.0,"7,995"
1305,Casio,3.8,9000.0,"5,994"
1306,BRUNO MILANO,4.0,85000.0,"2,943"
1307,Police,,,"29,295"
1308,TIMEX,5.0,7000.0,"5,171"
1309,KENNETH COLE,5.0,1000.0,"12,000"
1310,Diesel,3.6,4000.0,"23,495"
1311,Titan,3.8,9000.0,"6,755"
1312,Armani Exchange,4.9,13000.0,"10,497"
1313,Fastrack,4.3,575000.0,"1,537"
1314,SWADESI STUFF,3.8,132000.0,549
1315,Casio,4.5,12000.0,"3,495"
1316,ORZU,,,"7,795"
1317,Fastrack,4.0,694000.0,"1,794"
1318,Matrix,3.8,729000.0,273
1319,Acnos,3.8,307000.0,308
1320,Fastrack,4.3,872000.0,"1,721"
1321,Titan,4.1,21000.0,"7,871"
1322,Fastrack,4.7,23000.0,"1,893"
1323,Tommy Hilfiger,4.6,9000.0,
1324,Titan,4.1,30000.0,"5,806"
1325,Carlington,3.1,49000.0,948
1326,EDGE,5.0,4000.0,"15,996"
1327,Sonata,4.2,537000.0,"2,994"
1328,LOUIS DEVIN,3.6,988000.0,299
1329,Fastrack,4.3,30000.0,"1,995"
1330,Titan,4.4,144000.0,"13,721"
1331,Fastrack,4.1,79000.0,"1,650"
1332,Titan,,,"7,495"
1333,Fastrack,3.8,25000.0,995
1334,Sonata,4.0,38000.0,774
1335,Sonata,4.3,1100.0,"1,276"
1336,LORENZ,3.5,58000.0,399
1337,Titan,4.1,62000.0,"19,870"
1338,Tommy Hilfiger,4.5,2000.0,"14,399"
1339,TIMEX,,,"24,995"
1340,Generic,3.7,7000.0,469.
1341,HORAME,4.0,66000.0,899
1342,Sonata,3.7,10000.0,"1,117"
1343,Michael Kors,4.5,1400.0,"24,494"
1344,ON TIME OCTUS,4.0,73000.0,585
1345,Titan,4.8,6000.0,"2,994"
1346,Fastrack,3.9,90000.0,"1,947"
1347,Maserati,4.6,289000.0,"14,047"
1348,Seiko,4.5,203000.0,"29,700"
1349,Fossil,,,"19,995"
1350,Tommy Hilfiger,3.1,11000.0,"14,136"
1351,Fossil,4.4,2600.0,"6,896"
1352,BENYAR,4.3,555000.0,"2,365"
1353,Fastrack,4.2,3900.0,"1,755"
1354,Titan,4.4,62000.0,"4,999"
1355,French Connection,4.8,5000.0,"10,780"
1356,Diesel,4.3,2300.0,"18,994"
1357,OLEVS,4.0,864000.0,"12,150"
1358,ON TIME OCTUS,3.8,47000.0,579
1359,Fastrack,4.0,203000.0,"1,995"
1360,TIMEX,3.4,6000.0,"4,155"
1361,SWADESI STUFF,3.4,243000.0,229
1362,Casio,4.5,139000.0,"1,795"
1363,Giordano,4.1,35000.0,"4,192"
1364,LONGBO,3.4,40000.0,"1,902"
1365,Armani Exchange,4.5,16000.0,
1366,Daniel Hechter,,,"3,799"
1367,Titan,3.3,8000.0,"7,696"
1368,CRESTELLO,3.6,119000.0,349
1369,V2A,4.1,34000.0,"1,339"
1370,Fastrack,4.2,139000.0,"2,955"
1371,Casio,4.5,16000.0,"5,595"
1372,Fastrack,3.8,37000.0,"1,408"
1373,TIMEWEAR,3.7,422000.0,329
1374,French Connection,,,"5,229"
1375,MSTIANQ,5.0,1000.0,"2,099"
1376,Joker & Witch,4.0,18000.0,948
1377,Titan,3.7,36000.0,"8,021"
1378,Fossil,4.5,85000.0,"20,995"
1379,Casio,4.3,6500.0,"3,595"
1380,Titan,4.2,158000.0,"1,977"
1381,Casio,4.2,39000.0,"13,596"
1382,Sonata,4.6,13000.0,"2,495"
1383,Joker & Witch,3.8,42000.0,"1,281"
1384,EDGE,4.2,19000.0,"15,115"
1385,Sonata,4.0,139000.0,"1,459"
1386,Citizen,4.2,2000.0,"15,800."
1387,Citizen,4.3,27000.0,"17,010"
1388,Tommy Hilfiger,4.0,1000.0,"6,650"
1389,Titan,4.5,38000.0,"15,745"
1390,Shocknshop,4.1,37000.0,426
1391,Shocknshop,3.6,14000.0,473
1392,Q&Q,4.1,473000.0,"4,999"
1393,Armani Exchange,4.3,8000.0,"23,995"
1394,Tommy Hilfiger,4.1,7000.0,"8,369"
1395,Fastrack,4.5,18000.0,"1,794"
1396,Casio,4.2,66000.0,"2,494"
1397,TIMEX,,,"4,595"
1398,Armani Exchange,4.7,30000.0,"9,797"
1399,NAVIFORCE,4.3,557000.0,"2,615"
1400,GUESS,4.6,26000.0,"17,995"
1401,Lacoste,4.6,16000.0,
1402,Acnos,3.9,486000.0,265
1403,unequetrend,4.1,31000.0,349
1404,Casio,4.6,37000.0,"3,515"
1405,Titan,4.0,110000.0,"2,468"
1406,Sonata,4.1,145000.0,724
1407,Tommy Hilfiger,,,"12,499"
1408,TIMEX,4.6,17000.0,"12,589"
1409,Seiko,4.4,57000.0,"40,500"
1410,Titan,3.3,7000.0,"64,994"
1411,Fastrack,4.0,74000.0,"4,720"
1412,RADO Switzerland,3.8,16000.0,"4,999"
1413,Casio,4.2,17000.0,"2,995"
1414,Titan,3.6,22000.0,"7,486"
1415,TIMEX,3.8,23000.0,"5,596"
1416,METSPOT,,,
1417,FANMIS,3.8,96000.0,"1,749"
1418,Casio,4.7,21000.0,"65,994"
1419,Titan,5.0,1000.0,"27,996"
1420,Casio,4.2,17000.0,"38,395"
1421,SWADESI STUFF,3.5,907000.0,249
1422,Generic,3.9,325000.0,349
1423,CERO,3.4,4000.0,375
1424,Fastrack,5.0,2000.0,"6,494"
1425,Tissot(ティソ),1.0,1000.0,
1426,Casio,4.3,301000.0,"8,796"
1427,BINBOND,3.4,11000.0,"4,230"
1428,LONGBO,3.7,293000.0,940
1429,TIMEX,3.9,341000.0,"5,845"
1430,Titan,4.0,19000.0,"5,996"
1431,LOUIS DEVIN,4.0,71000.0,299
1432,GUESS,5.0,2000.0,"4,398"
1433,Giordano,,,"2,770"
1434,Diesel,4.3,38000.0,"34,995"
1435,RATIO,4.4,38000.0,"13,500"
1436,HORIZEN,3.2,23000.0,"2,790"
1437,Titan,4.0,73000.0,"2,636"
1438,TIMEWEAR,5.0,1000.0,699
1439,LOUIS DEVIN,3.7,422000.0,284
1440,Tommy Hilfiger,,,"9,359"
1441,Titan,4.2,37000.0,"2,920"
1442,Swiss Military by Chrono,,,
1443,Fastrack,4.4,39000.0,"2,395"
1444,The Watch Company,5.0,3000.0,"2,399"
1445,TIMEWEAR,3.7,476000.0,329
1446,Giordano,2.4,10000.0,"4,199"
1447,OVERFLY,3.3,4000.0,"2,999"
1448,French Connection,3.4,3000.0,"4,425"
1449,HORAME,4.3,23000.0,999
1450,Fastrack,3.8,498000.0,"5,216"
1451,TIMEX,4.7,4000.0,"11,196"
1452,Hugo Boss,4.2,65000.0,"20,947"
1453,TIMEX,5.0,2000.0,"5,059"
1454,Armani Exchange,4.4,351000.0,"11,494"
1455,Acnos,3.9,274000.0,298
1456,Casio,3.8,6000.0,"12,597"
1457,TIMEWEAR,3.6,4400.0,339
1458,Emporio Armani,5.0,1000.0,"27,995"
1459,GUESS,4.8,10000.0,"11,896"
1460,SF,4.1,1900.0,899
1461,Citizen,4.9,17000.0,"17,765"
1462,LORENZ,3.6,167000.0,367
1463,Generic,,,"2,590"
1464,SKMEI,3.8,460000.0,"1,313"
1465,Sonata,,,"3,845"
1466,Alba,4.4,15000.0,"9,900"
1467,Seiko,4.4,81000.0,"26,100"
1468,Armani Exchange,,,"24,495"
1469,IIK COLLECTION,3.3,192000.0,288
1470,Casio,4.4,79000.0,"2,495"
1471,Titan,4.3,163000.0,"1,660"
1472,LOUIS DEVIN,3.7,757000.0,341
1473,Fossil,,,"18,995"
1474,LIMESTONE,3.8,73000.0,398
1475,Swiss Military Hanowa,5.0,2000.0,"53,130"
1476,United Colors of Benetton,4.8,6000.0,"2,396"
1477,NAVIFORCE,4.1,859000.0,"2,399"
1478,V2A,,,"1,339"
1479,Titan,4.1,136000.0,"2,970"
1480,DOUBLERUN,3.6,121000.0,299
1481,Daniel Hechter,3.9,40000.0,"2,799"
1482,TIMEX,4.2,10000.0,"4,136"
1483,Sonata,4.0,416000.0,967
1484,Tommy Hilfiger,,,"10,800"
1485,Lee Cooper,,,"5,829"
1486,Giordano,3.1,49000.0,"2,499"
1487,French Connection,3.8,8000.0,"6,800"
1488,TIMEX,4.4,122000.0,
1489,DEVIL,4.0,2000.0,378.
1490,TIMEX,4.4,60000.0,"3,415"
1491,ON TIME OCTUS,3.8,82000.0,360
1492,Fiiasa,4.7,5000.0,999
1493,Sonata,4.0,70000.0,844
1494,MF MINI FOCUS,4.5,1300.0,"3,499"
1495,Joker & Witch,4.2,5000.0,934
1496,Kenneth Cole REACTION,3.0,1000.0,"6,079"
1497,Sonata,3.9,582000.0,"1,224."
1498,Sonata,4.0,47000.0,995
1499,Seiko,,,"27,000"
1500,Tommy Hilfiger,,,"16,500"
1501,CRESTELLO,4.0,91000.0,434
1502,Lacoste,4.6,67000.0,"5,320"
1503,French Connection,3.4,6000.0,"5,069"
1504,Titan,4.0,24000.0,"16,720"
1505,Titan,4.2,95000.0,"6,291"
1506,TIMEX,4.6,8000.0,"7,495"
1507,Gute,4.6,8000.0,"4,999"
1508,Sonata,4.4,6000.0,"1,276"
1509,The Watch Company,3.8,4000.0,"1,799"
1510,G-Shock,4.7,34000.0,"15,995"
1511,Daniel Hechter,4.8,5000.0,"2,199"
1512,Fastrack,4.4,85000.0,"3,119"
1513,Casio,3.7,10000.0,"49,995"
1514,SEAKOSS,4.4,18000.0,"30,313"
1515,Acnos,3.7,334000.0,378
1516,OLEVS,3.7,1000.0,"2,970"
1517,GUESS,,,"5,198"
1518,Casio,3.8,10000.0,"5,845"
1519,GUESS,5.0,1000.0,"5,497"
1520,Giordano,4.3,20000.0,"2,699"
1521,TIMEX,3.4,3000.0,"21,995"
1522,Titan,4.2,36000.0,"9,897"
1523,jainx,4.0,193000.0,509
1524,TIMEX,4.8,24000.0,"15,123"
1525,Emporio Armani,4.0,5000.0,"27,995"
1526,Sonata,4.3,83000.0,"1,544"
1527,EDGE,3.1,4000.0,"20,516"
1528,Sylvi,4.0,18000.0,"1,669"
1529,Casio,4.2,31000.0,"2,396"
1530,Fastrack,4.3,1500.0,"1,835"
1531,Fossil,3.3,1600.0,"11,998"
1532,Casio,4.8,17000.0,"8,494"
1533,SKMEI,4.0,2500.0,989
1534,Diesel,5.0,6000.0,"10,197"
1535,Giordano,4.8,8000.0,"4,999"
1536,Avaner,4.1,4500.0,"2,289"
1537,Titan,4.4,14000.0,"16,316"
1538,Sonata,4.0,16000.0,"1,210"
1539,FORSINING,4.2,61000.0,"7,599"
1540,Generic,3.9,6000.0,999
1541,LOUIS DEVIN,3.8,539000.0,434
1542,Sylvi,,,"1,199"
1543,Tommy Hilfiger,3.8,3000.0,"9,559"
1544,Kenneth Cole REACTION,4.6,5000.0,"4,215"
1545,crispy,3.9,12000.0,435.
1546,DOUBLERUN,3.5,59000.0,269
1547,Armani Exchange,4.0,423000.0,"12,594"
1548,Generic,,,"1,999"
1549,Franktime,3.4,41000.0,568
1550,Fastrack,4.3,54000.0,"1,737"
1551,Shocknshop,3.9,47000.0,355
1552,Carlington,3.9,90000.0,"1,798"
1553,KITCONE,3.8,65000.0,995
1554,Bennett,5.0,3000.0,"3,444"
1555,TIMEX,4.4,49000.0,"3,155"
1556,BRUNO MILANO,3.8,26000.0,"3,418"
1557,LOUIS DEVIN,3.9,88000.0,312
1558,Shocknshop,,,498
1559,Titan,4.0,9000.0,
1560,TSAR BOMBA,4.4,1400.0,"20,307"
1561,Police,3.8,3000.0,"17,265."
1562,Generic,4.2,93000.0,599
1563,Sonata,4.3,62000.0,"1,495"
1564,Sonata,4.2,178000.0,"1,199"
1565,Fastrack,5.0,1000.0,"1,424"
1566,Titan,3.1,4000.0,"22,865"
1567,Giordano,5.0,2000.0,"5,152"
1568,FROZIL,3.7,1900.0,280
1569,Sonata,4.0,760000.0,794
1570,Titan,4.1,89000.0,"5,036"
1571,SF,4.1,40000.0,995
1572,Lacoste,4.7,254000.0,"10,000"
1573,Lee Cooper,4.0,1000.0,"2,909"
1574,TIMEWEAR,3.7,2000.0,329
1575,Casio,4.9,14000.0,"8,995"
1576,French Connection,4.6,3000.0,"6,952"
1577,Generic,,,499
1578,Acnos,4.0,238000.0,248
1579,Sonata,4.2,17000.0,"1,595"
1580,CASIO(カシオ),4.2,69000.0,"4,801"
1581,Fossil,4.2,301000.0,"14,495"
1582,Armani Exchange,4.0,95000.0,
1583,Casio,4.2,13000.0,"4,797"
1584,Titan,4.0,123000.0,"3,183"
1585,Sonata,4.1,50000.0,"1,394"
1586,Seiko,4.6,103000.0,"20,700"
1587,Sonata,3.6,23000.0,"1,445"
1588,The Watch Company,4.6,5000.0,"1,999"
1589,Tommy Hilfiger,1.0,1000.0,"12,998"
1590,Titan,2.2,2000.0,"15,925"
1591,Seiko,4.5,39000.0,"28,800"
1592,Armani Exchange,4.6,1100.0,"12,995"
1593,GOLDENIZE FASHION,4.1,62000.0,365
1594,TIMEX,,,"19,995"
1595,French Connection,3.1,19000.0,"5,760."
1596,Acnos,3.8,129000.0,248
1597,Casio,4.4,7000.0,"9,994"
1598,Titan,4.2,37000.0,"6,408"
1599,Sonata,4.5,5000.0,"1,325"
1600,TIMEX,4.6,6000.0,"6,625"
1601,Titan,4.1,206000.0,"2,636"
1602,ALNA-TURA,4.0,2000.0,349
1603,NIBOSI,3.8,1300.0,
1604,Titan,3.0,11000.0,"18,011."
1605,TIMEX,3.8,20000.0,"14,701"
1606,Generic,3.0,2000.0,745
1607,Sonata,4.3,19000.0,"1,595"
1608,GUESS,4.8,8000.0,"10,395"
1609,Fastrack,4.2,20000.0,789
1610,Seiko,4.0,20000.0,"54,000"
1611,Casio,4.1,14000.0,"9,194"
1612,Giordano,3.4,3000.0,"3,499"
1613,Tommy Hilfiger,,,"11,999"
1614,Titan,4.4,9000.0,"8,655"
1615,Lacoste,4.6,156000.0,"5,320"
1616,Casio,4.3,21000.0,"16,994"
1617,Swiss Military Hanowa,,,"82,575"
1618,Generic,,,449
1619,Casio,3.7,7000.0,"8,494"
1620,TIMEX,3.7,27000.0,"7,495"
1621,Casio,3.2,12000.0,"18,396"
1622,LORENZ,3.6,2800.0,399
1623,Fossil,4.1,376000.0,"12,994"
1624,Giordano,3.9,6000.0,"5,399"
1625,SWADESI STUFF,4.1,43000.0,499
1626,Swiss Military Hanowa,,,"1,85,000"
1627,Sonata,3.9,103000.0,925
1628,TUNEUP,3.9,34000.0,"1,352"
1629,Acnos,3.4,125000.0,397
1630,Acnos,4.5,20000.0,310
1631,Seiko,4.2,25000.0,"40,500"
1632,Oblik,,,"11,200"
1633,Fossil,4.6,91000.0,"13,494"
1634,TIMEX,4.4,5000.0,"15,123"
1635,ADAMO,4.0,1300.0,397
1636,FEICE,4.0,98000.0,"8,999"
1637,Tommy Hilfiger,4.2,9000.0,"12,029"
1638,Joker & Witch,3.3,43000.0,887
1639,Sonata,4.1,517000.0,"1,398"
1640,Maserati,,,"50,288."
1641,Giordano,3.8,10000.0,"3,299"
1642,TIMEX,4.3,10000.0,"3,237"
1643,Casio,4.4,493000.0,"5,795"
1644,Titan,4.2,22000.0,"15,915"
1645,Titan,4.1,60000.0,"4,796"
1646,Titan,4.5,2000.0,"11,275"
1647,Sonata,4.0,143000.0,724
1648,A,3.5,236000.0,489
1649,LOUIS DEVIN,3.5,45000.0,276
1650,Giordano,3.3,40000.0,"4,987"
1651,Titan,,,"21,995"
1652,OLEVS,3.9,222000.0,"12,150"
1653,Maserati,4.8,9000.0,"25,128."
1654,Tommy Hilfiger,4.2,37000.0,"15,250"
1655,Fastrack,4.2,187000.0,"1,746"
1656,Tommy Hilfiger,4.2,15000.0,"15,000"
1657,Joker & Witch,3.5,85000.0,777
1658,French Connection,4.4,9000.0,"5,300."
1659,Acnos,4.5,31000.0,255
1660,Generic,,,349
1661,Lee Cooper,,,"4,237"
1662,Fossil,4.8,11000.0,"13,495"
1663,Tommy Hilfiger,5.0,2000.0,"13,599"
1664,NAVIFORCE,4.1,32000.0,"2,489"
1665,Fastrack,4.4,66000.0,"1,955"
1666,Joker & Witch,5.0,4000.0,999
1667,Joker & Witch,3.6,30000.0,999
1668,Sylvi,4.2,192000.0,"2,019"
1669,jainx,4.0,280000.0,597
1670,Titan,4.2,23000.0,"17,620"
1671,Acnos,3.9,63000.0,336
1672,Giordano,4.0,42000.0,"5,199"
1673,Citizen,,,"17,910"
1674,Sonata,5.0,1000.0,"1,395"
1675,Sonata,4.4,115000.0,"1,395"
1676,TIMEX,5.0,2000.0,"18,495"
1677,Fossil,3.5,30000.0,"10,146"
1678,Acnos,4.1,19000.0,255
1679,Emporio Armani,1.0,1000.0,"27,995"
1680,Fossil,4.5,10000.0,"14,494"
1681,Titan,4.3,1000.0,"2,635"
1682,Mathey-Tissot,4.1,39000.0,"18,800"
1683,TIMEX,4.0,1000.0,"5,845"
1684,Fastrack,4.3,17000.0,"2,394"
1685,Matrix,3.8,645000.0,233
1686,Police,4.2,8000.0,"12,629"
1687,IIK COLLECTION,3.5,659000.0,465
1688,Zoop,4.4,242000.0,882.
1689,Casio,4.4,14000.0,"4,395"
1690,Armani Exchange,4.1,6000.0,"15,995"
1691,Sonata,4.2,60000.0,"1,544"
1692,Sonata,4.2,56000.0,998
1693,EDGE,4.5,6000.0,"13,595"
1694,senstone,3.9,46000.0,"2,375"
1695,GUESS,5.0,2000.0,"7,497"
1696,Titan,4.2,55000.0,"12,428"
1697,Carlton London,3.0,22000.0,"3,184"
1698,Xylys,4.6,3000.0,"9,780."
1699,Casio,4.5,646000.0,"2,195"
1700,Lee Cooper,3.0,4000.0,"5,440"
1701,GUESS,4.5,93000.0,"10,395"
1702,HAXIWA,2.0,2000.0,"1,799"
1703,Generic,4.1,6000.0,469.
1704,V2A,4.2,324000.0,940
1705,Versace,,,"99,260"
1706,Generic,,,499
1707,V2A,3.6,162000.0,711
1708,Sonata,4.2,15000.0,"2,194"
1709,ON TIME OCTUS,4.4,8000.0,599
1710,FORSINING,3.9,376000.0,"5,999"
1711,TISSOT,,,"33,800"
1712,TIMEWEAR,3.7,509000.0,299
1713,Titan,4.2,10000.0,"3,156"
1714,Casio,4.6,231000.0,"1,377"
1715,Fossil,4.3,104000.0,"26,995"
1716,TIMEX,3.9,44000.0,"2,277"
1717,Generic,3.4,40000.0,398
1718,Titan,4.0,1700.0,"2,800"
1719,Casio,4.6,3000.0,"17,995"
1720,Joker & Witch,3.7,9000.0,"1,423"
1721,Tommy Hilfiger,4.3,26000.0,"8,875"
1722,ZOVUTA,4.0,20000.0,418
1723,GUESS,4.5,2000.0,"5,598"
1724,Sonata,4.7,13000.0,"1,795"
1725,CARNAER,5.0,2000.0,"1,590"
1726,Seiko,4.3,170000.0,"40,500"
1727,Tommy Hilfiger,4.6,13000.0,"15,998"
1728,Fossil,4.7,26000.0,
1729,DOUBLERUN,3.6,30000.0,399
1730,Victorinox,5.0,2000.0,"57,600"
1731,ON TIME OCTUS,4.4,6000.0,599
1732,OLEVS,4.4,34000.0,"5,220"
1733,Casio,3.6,4000.0,"5,995"
1734,XTIME,4.4,17000.0,319
1735,Haiqin,4.5,34000.0,"9,899"
1736,AMERICANVIBER,4.0,1000.0,463.
1737,The Shopoholic,3.6,382000.0,325
1738,Michael Kors,4.7,12000.0,"22,995"
1739,Giordano,4.8,9000.0,"2,758"
1740,Sonata,4.8,13000.0,"1,994"
1741,Diesel,4.1,2400.0,"20,495"
1742,Titan,3.6,25000.0,"20,795"
1743,Titan,4.5,14000.0,"3,271"
1744,Sonata,4.5,8000.0,"2,396"
1745,TIMEX,4.1,29000.0,"5,525"
1746,Titan,4.6,3000.0,"6,995"
1747,Tommy Hilfiger,,,"10,579"
1748,Emporio Armani,,,"27,995"
1749,Sonata,4.1,146000.0,"1,780"
1750,TIMEX,4.1,2000.0,"2,618"
1751,Acnos,3.9,1500.0,259
1752,TIKORRA,5.0,1000.0,341
1753,French Connection,5.0,2000.0,"4,899"
1754,Shocknshop,3.8,20000.0,426
1755,Tommy Hilfiger,,,"12,799"
1756,NAVIFORCE,4.2,453000.0,"2,121"
1757,Lacoste,4.4,8000.0,
1758,Tommy Hilfiger,,,"15,998"
1759,NAVIFORCE,4.2,51000.0,"2,695"
1760,V2A,4.7,7000.0,"1,499"
1761,Michael Kors,5.0,2000.0,"22,995"
1762,Sonata,4.7,4000.0,896
1763,Michael Kors,4.4,55000.0,"12,947"
1764,SKMEI,4.3,421000.0,"1,115"
1765,NAVIFORCE,4.3,939000.0,"3,090"
1766,Seiko(セイコー),,,"40,000"
1767,EXTREME,5.0,1000.0,"8,990"
1768,Sonata,,,"5,195"
1769,CERO,3.6,78000.0,345
1770,Tommy Hilfiger,,,"12,500"
1771,Casio,4.1,253000.0,"10,995"
1772,Sonata,3.9,16000.0,779
1773,Fossil,4.8,145000.0,"22,995"
1774,Sonata,4.1,227000.0,"2,394"
1775,Titan,4.6,9000.0,"11,451"
1776,Generic,,,749
1777,Sonata,,,"1,495"
1778,Titan,3.5,9000.0,"6,655"
1779,RATIO,4.6,250000.0,"13,500"
1780,KENNETH COLE,1.0,1000.0,"18,324."
1781,Armani Exchange,4.6,108000.0,"19,995"
1782,Titan,3.9,25000.0,"5,795"
1783,Franktime,,,799
1784,XTIME,4.0,17000.0,219
1785,REWARD,,,"3,517"
1786,Sonata,4.3,552000.0,955
1787,EDGE,4.4,5000.0,"11,196"
1788,Giordano,3.6,46000.0,"3,799"
1789,Titan,5.0,3000.0,"14,246"
1790,Giordano,5.0,2000.0,"3,299"
1791,Casio,5.0,1000.0,"10,995"
1792,Fastrack,4.1,190000.0,"2,556"
1793,SKMEI,,,"1,313"
1794,ALTURA,3.9,17000.0,"2,490"
1795,Reaction by Kenneth Cole,,,"3,391"
1796,KENNETH COLE,4.5,8000.0,"18,750"
1797,Mathey-Tissot,,,"18,200"
1798,Shocknshop,3.8,214000.0,403
1799,Tommy Hilfiger,5.0,2000.0,"8,400"
1800,OLEVS,4.3,965000.0,"3,040"
1801,Sonata,4.3,19000.0,"1,795"
1802,Police,3.8,5000.0,"17,600"
1803,GUESS,5.0,2000.0,"4,798"
1804,Sonata,,,"5,194"
1805,Sonata,4.0,109000.0,"1,724"
1806,Police,3.9,9000.0,"23,000"
1807,Titan,3.7,28000.0,"11,196"
1808,Foce,5.0,1000.0,"3,412"
1809,EDGE,4.2,48000.0,"11,495"
1810,Sonata,4.6,3000.0,"3,744"
1811,Fastrack,4.0,1400.0,"2,096"
1812,OLEVS,4.8,8000.0,"7,182"
1813,NAVIFORCE,4.4,2600.0,"3,153"
1814,Fastrack,4.3,19000.0,"7,745"
1815,SWADESI STUFF,3.6,1200.0,349
1816,Fastrack,4.3,19000.0,"1,793"
1817,Sonata,4.7,6000.0,"2,309"
1818,Titan,4.2,20000.0,"5,596"
1819,Daniel Hechter,4.1,6000.0,"2,776"
1820,LIGE,4.0,617000.0,"3,099"
1821,Acnos,4.0,201000.0,248
1822,Tommy Hilfiger,3.6,14000.0,"8,699"
1823,Casio,4.4,11000.0,"2,277"
1824,Tommy Hilfiger,,,"12,799"
1825,Titan,4.3,429000.0,"1,795"
1826,Emporio Armani,4.4,1900.0,"16,095"
1827,KENNETH COLE,5.0,2000.0,"25,999"
1828,GOLDENIZE FASHION,4.2,82000.0,749
1829,Titan,5.0,4000.0,"5,495"
1830,SF,4.0,9500.0,548
1831,Fastrack,4.0,185000.0,"4,315"
1832,French Connection,,,"5,735"
1833,SELLORIA,3.1,6000.0,193
1834,Police,3.1,6000.0,"12,771."
1835,TIMEX,4.1,671000.0,"1,977"
1836,VILAM,3.9,44000.0,799
1837,Seiko,4.6,169000.0,"24,300"
1838,Sylvi,3.9,158000.0,"1,549"
1839,Sonata,4.3,14000.0,"3,945"
1840,Citizen,4.6,136000.0,"40,410"
1841,Sonata,4.3,75000.0,"1,225"
1842,Casio,4.3,271000.0,"2,495"
1843,Giordano,4.2,11000.0,"5,299"
1844,FEICE,4.0,14000.0,"6,999"
1845,Tommy Hilfiger,5.0,2000.0,"10,624"
1846,Dezine,3.4,38000.0,474
1847,FORSINING,3.9,4600.0,"2,799"
1848,Sonata,4.2,377000.0,"1,774"
1849,Maserati,4.0,13000.0,"20,149"
1850,Citizen,4.7,2000.0,"34,110"
1851,Sonata,,,"1,196"
1852,LOUIS DEVIN,3.6,347000.0,331
1853,Sonata,3.8,22000.0,"1,196"
1854,KENNETH COLE,,,"25,999"
1855,Fastrack,4.2,17000.0,"2,094"
1856,Michael Kors,4.8,6000.0,"14,347"
1857,PINTIME,4.0,10000.0,"7,923"
1858,French Connection,,,"6,864"
1859,TISSOT,,,"45,000"
1860,TIMEWEAR,3.6,311000.0,279
1861,Shocknshop,3.7,89000.0,426
1862,Gute,3.8,1100.0,"2,899"
1863,Fossil,4.4,20000.0,"7,995"
1864,Acnos,3.4,88000.0,325
1865,Sylvi,4.0,1000.0,"2,029"
1866,Diesel,4.9,33000.0,"24,495"
1867,AMERICANVIBER,5.0,8000.0,388.
1868,Fossil,4.3,4000.0,"14,495"
1869,GUESS,4.3,875000.0,"9,095"
1870,Sonata,4.2,1200.0,649
1871,Sonata,3.8,19000.0,894
1872,Citizen,4.6,27000.0,"40,410"
1873,Fossil,,,"19,995"
1874,TIMEX,4.2,231000.0,"4,495"
1875,Maserati,4.2,68000.0,"22,214"
1876,REDUX,3.4,408000.0,422
1877,WISEWALKER,,,699
1878,Armani Exchange,3.8,20000.0,"10,497"
1879,RollsTimi,4.4,602000.0,
1880,LOUIS DEVIN,3.5,82000.0,341
1881,Fossil,4.3,5000.0,"14,495"
1882,Casio,4.1,113000.0,"4,995"
1883,OVERFLY,,,"2,999"
1884,Titan,3.5,34000.0,949.
1885,Sylvi,3.8,194000.0,"1,649"
1886,ON TIME OCTUS,5.0,1000.0,759
1887,Fossil,4.4,2500.0,"14,495"
1888,ADAMO,4.3,2000.0,697
1889,Carlington,3.7,39000.0,948
1890,Tommy Hilfiger,4.0,15000.0,"14,250"
1891,Seiko,4.4,54000.0,"20,700"
1892,TIMEWEAR,3.9,198000.0,319
1893,French Accent,,,679
1894,SOLLEN,4.1,25000.0,"3,121"
1895,Fossil,4.1,131000.0,"14,495"
1896,Fastrack,4.3,59000.0,959
1897,TIMEX,4.3,149000.0,"2,895"
1898,Oculus,,,599
1899,Fastrack,3.7,25000.0,"1,183"
1900,French Connection,,,"2,955"
1901,Titan,4.4,24000.0,"16,236"
1902,Titan,4.0,6000.0,"19,994"
1903,SF,4.1,646000.0,"1,099"
1904,SELLORIA,3.6,854000.0,162
1905,SWADESI STUFF,3.4,1100.0,229
1906,Sonata,3.4,5000.0,996
1907,ON TIME OCTUS,3.4,8000.0,855
1908,Time Up,4.2,159000.0,499
1909,LONGBO,3.5,45000.0,806
1910,GUESS,5.0,2000.0,"16,796"
1911,Relish,4.2,57000.0,579
1912,Fastrack,4.0,60000.0,"2,955"
1913,TIMEX,3.7,37000.0,"3,286"
1914,ALNA-TURA,3.6,15000.0,360
1915,Lacoste,4.4,74000.0,"8,369"
